,Kingdom,Phylum,Class,Order,Family,Genus,predicted_copy_number
ASV13157,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,1.952690433
ASV13158,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,2.471551328
ASV13159,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,4.970154291
ASV13160,Bacteria,NA,NA,NA,NA,NA,2.857609354
ASV13161,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,1.701589861
ASV13162,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,2.086222097
ASV13163,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,2.699530271
ASV13164,Bacteria,Patescibacteria,Microgenomatia,Candidatus Amesbacteria,NA,NA,2.214263713
ASV13165,Bacteria,Patescibacteria,Microgenomatia,Candidatus Woykebacteria,NA,NA,2.411421844
ASV13166,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,Litorilinea,2.607988902
ASV13167,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Tepidimicrobium,3.401180887
ASV13168,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,cvE6,NA,2.267421127
ASV13169,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,2.691042187
ASV13170,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,1.91622522
ASV13171,Bacteria,Firmicutes,Bacilli,Entomoplasmatales,type III,NA,1.676527934
ASV13172,Bacteria,NA,NA,NA,NA,NA,4.753496461
ASV13173,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Pelosinus,9.315986076
ASV13174,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Candidatus Metachlamydia,2.453234827
ASV13175,Bacteria,NA,NA,NA,NA,NA,1.891082623
ASV13176,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,1.317071496
ASV13177,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,1.834987958
ASV13178,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,NA,NA,3.761760899
ASV13179,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,NA,NA,1.49298699
ASV13180,Bacteria,NA,NA,NA,NA,NA,2.187702471
ASV13181,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,1.897372888
ASV13182,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,2.752029776
ASV13183,Bacteria,Chloroflexi,TK10,NA,NA,NA,1.382395811
ASV13184,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,NA,NA,2.589234998
ASV13185,Bacteria,Chloroflexi,NA,NA,NA,NA,2.278001793
ASV13186,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,1.927409429
ASV13187,Bacteria,NA,NA,NA,NA,NA,3.351303343
ASV13188,Bacteria,Patescibacteria,ABY1,Candidatus Magasanikbacteria,NA,NA,1.602749932
ASV13189,Bacteria,NA,NA,NA,NA,NA,1.908203169
ASV13190,Bacteria,Planctomycetota,NA,NA,NA,NA,1.67426125
ASV13191,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,1.88068029
ASV13192,Bacteria,Dependentiae,Babeliae,Babeliales,UBA12411,NA,1.823041483
ASV13193,Bacteria,Patescibacteria,Parcubacteria,Candidatus Lloydbacteria,NA,NA,2.24522875
ASV13194,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,2.21052418
ASV13195,Bacteria,Chloroflexi,TK10,NA,NA,NA,1.798065902
ASV13196,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,Turneriella,1.632322264
ASV13197,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,NA,NA,2.44375128
ASV13198,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,1.754424784
ASV13199,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,2.545087542
ASV13200,Bacteria,Planctomycetota,Phycisphaerae,Pla1 lineage,NA,NA,1.90409893
ASV13201,Bacteria,NA,NA,NA,NA,NA,1.402636286
ASV13202,Bacteria,Proteobacteria,NA,NA,NA,NA,1.607580129
ASV13203,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,1.448524088
ASV13204,Bacteria,Myxococcota,Polyangia,Blfdi19,NA,NA,1.624788178
ASV13205,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,NA,1.614943716
ASV13206,Bacteria,NA,NA,NA,NA,NA,2.79924072
ASV13207,Bacteria,Dependentiae,Babeliae,Babeliales,UBA12411,NA,1.491255126
ASV13208,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,2.66397273
ASV13209,Bacteria,Planctomycetota,Phycisphaerae,S-70,NA,NA,1.525576207
ASV13210,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,3.211058202
ASV13211,Bacteria,Verrucomicrobiota,NA,NA,NA,NA,3.285124005
ASV13212,Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,NA,3.578041391
ASV13213,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.631179002
ASV13214,Bacteria,Proteobacteria,NA,NA,NA,NA,3.150883914
ASV13215,Bacteria,Bacteroidota,Kryptonia,Kryptoniales,BSV26,NA,1.718486786
ASV13216,Bacteria,NB1-j,NA,NA,NA,NA,3.170412462
ASV13217,Bacteria,Planctomycetota,Planctomycetes,NA,NA,NA,2.694187693
ASV13218,Bacteria,NA,NA,NA,NA,NA,1.730311782
ASV13219,Bacteria,Bacteroidota,Ignavibacteria,SJA-28,NA,NA,2.186817431
ASV13220,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,2.36581896
ASV13221,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus Amoebophilus,3.049502343
ASV13222,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,5.552000174
ASV13223,Bacteria,NA,NA,NA,NA,NA,4.001945754
ASV13224,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,5.07287675
ASV13225,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,NA,3.062464397
ASV13226,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.888456641
ASV13227,Bacteria,Elusimicrobiota,Elusimicrobia,Lineage IV,NA,NA,1.302896847
ASV13228,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,NA,2.026442552
ASV13229,Bacteria,Firmicutes,Desulfotomaculia,Ammonifexales,NA,NA,2.024298061
ASV13230,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,1.725319911
ASV13231,Bacteria,Gemmatimonadota,S0134 terrestrial group,NA,NA,NA,2.432213439
ASV13232,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Criblamydiaceae,NA,2.824663358
ASV13233,Bacteria,Firmicutes,Bacilli,Entomoplasmatales,type III,NA,2.930043871
ASV13234,Bacteria,NA,NA,NA,NA,NA,1.894790741
ASV13235,NA,NA,NA,NA,NA,NA,1.789238083
ASV13236,Bacteria,Patescibacteria,ABY1,Candidatus Kuenenbacteria,NA,NA,2.076404869
ASV13237,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,2.501106096
ASV13238,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Pseudopelobacteraceae,Pseudopelobacter,1.926916492
ASV13239,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,1.820933426
ASV13240,Bacteria,Elusimicrobiota,NA,NA,NA,NA,2.186940401
ASV13241,Bacteria,Dependentiae,Babeliae,Babeliales,UBA12409,NA,1.845349758
ASV13242,Bacteria,Planctomycetota,Phycisphaerae,mle1-8,NA,NA,2.337392676
ASV13243,Bacteria,Myxococcota,NA,NA,NA,NA,3.036761935
ASV13244,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,1.452838389
ASV13245,Bacteria,Chloroflexi,NA,NA,NA,NA,2.297475715
ASV13246,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,2.079984416
ASV13247,Bacteria,TX1A-33,NA,NA,NA,NA,2.173727527
ASV13248,Bacteria,Patescibacteria,ABY1,Candidatus Uhrbacteria,NA,NA,3.140879209
ASV13249,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,NA,2.134924862
ASV13250,Bacteria,NA,NA,NA,NA,NA,2.055290929
ASV13251,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,1.93643996
ASV13252,Bacteria,Cyanobacteria,Sericytochromatia,NA,NA,NA,1.726674908
ASV13253,Bacteria,NA,NA,NA,NA,NA,1.544251893
ASV13254,Bacteria,Patescibacteria,Berkelbacteria,NA,NA,NA,2.613859096
ASV13255,Bacteria,Planctomycetota,Pla4 lineage,NA,NA,NA,1.907745357
ASV13256,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,NA,3.142423917
ASV13257,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,2.899508972
ASV13258,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,NA,NA,2.248636235
ASV13259,Bacteria,NA,NA,NA,NA,NA,2.198891014
ASV13260,Bacteria,Desulfobacterota,NA,NA,NA,NA,1.967808712
ASV13261,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,1.166589669
ASV13262,Bacteria,Patescibacteria,Parcubacteria,Candidatus Jorgensenbacteria,NA,NA,2.726231698
ASV13263,Archaea,Halobacterota,Methanosarcinia,Methanosarciniales,Methanosarcinaceae,Methanosarcina,3.572689986
ASV13264,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,2.661440918
ASV13265,Bacteria,Myxococcota,bacteriap25,NA,NA,NA,1.949152357
ASV13266,Bacteria,NA,NA,NA,NA,NA,2.456979287
ASV13267,NA,NA,NA,NA,NA,NA,3.523047066
ASV13268,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,2.063575039
ASV13269,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,NA,1.28750133
ASV13270,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.702665252
ASV13271,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Telmatocola,1.910153811
ASV13272,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,3.166795988
ASV13273,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,2.744817673
ASV13274,Bacteria,NA,NA,NA,NA,NA,2.062067691
ASV13275,Bacteria,Firmicutes,BRH-c20a,NA,NA,NA,4.462315171
ASV13276,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,2.956027408
ASV13277,Bacteria,NA,NA,NA,NA,NA,2.696510582
ASV13278,Bacteria,NA,NA,NA,NA,NA,2.04841983
ASV13279,Bacteria,NA,NA,NA,NA,NA,1.469674289
ASV13280,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,koll11,NA,2.058030757
ASV13281,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,2.269818579
ASV13282,Bacteria,NA,NA,NA,NA,NA,2.904579213
ASV13283,Bacteria,Chloroflexi,NA,NA,NA,NA,1.927577301
ASV13284,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,1.279931627
ASV13285,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,2.474531918
ASV13286,Bacteria,Chloroflexi,NA,NA,NA,NA,3.392470046
ASV13287,Bacteria,NA,NA,NA,NA,NA,3.057621157
ASV13288,Bacteria,Chloroflexi,OLB14,NA,NA,NA,2.37315092
ASV13289,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,2.812947316
ASV13290,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,9.262339605
ASV13291,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.240374902
ASV13292,Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA,3.634527779
ASV13293,Bacteria,Patescibacteria,Microgenomatia,Candidatus Daviesbacteria,NA,NA,2.05336958
ASV13294,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,2.470444733
ASV13295,Bacteria,NA,NA,NA,NA,NA,2.215599147
ASV13296,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,1.514138227
ASV13297,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Polycyclovorans,2.205952538
ASV13298,Bacteria,NA,NA,NA,NA,NA,3.762948227
ASV13299,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,2.953786679
ASV13300,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,NA,NA,2.576140717
ASV13301,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,NA,1.683597325
ASV13302,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,1.72295703
ASV13303,Bacteria,NA,NA,NA,NA,NA,2.847226387
ASV13304,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,1.473839588
ASV13305,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.535228875
ASV13306,Bacteria,Armatimonadota,NA,NA,NA,NA,2.666384048
ASV13307,Bacteria,NA,NA,NA,NA,NA,1.648044122
ASV13308,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,1.453368206
ASV13309,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,1.544875987
ASV13310,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,NA,2.407378007
ASV13311,Bacteria,Bacteroidota,Ignavibacteria,SJA-28,NA,NA,2.017730156
ASV13312,Bacteria,Planctomycetota,Planctomycetes,NA,NA,NA,1.718752687
ASV13313,Bacteria,Proteobacteria,Gammaproteobacteria,CHAB-XI-27,NA,NA,2.107724559
ASV13314,Bacteria,NA,NA,NA,NA,NA,4.251571993
ASV13315,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,1.31034067
ASV13316,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA,1.984719931
ASV13317,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas,2.991585096
ASV13318,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,2.331761616
ASV13319,NA,NA,NA,NA,NA,NA,2.096575075
ASV13320,Bacteria,Patescibacteria,ABY1,Candidatus Magasanikbacteria,NA,NA,2.095533428
ASV13321,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA,3.312760411
ASV13322,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA,1.246508699
ASV13323,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,NA,2.690138763
ASV13324,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,1.492167739
ASV13325,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,1.777412845
ASV13326,NA,NA,NA,NA,NA,NA,2.127959487
ASV13327,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,3.032743475
ASV13328,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,NA,3.006059314
ASV13329,Bacteria,NA,NA,NA,NA,NA,4.544955023
ASV13330,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,2.482056082
ASV13331,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,NA,NA,1.780295396
ASV13332,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,NA,4.919644288
ASV13333,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,2.530487643
ASV13334,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,NA,1.597447645
ASV13335,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,6.135173204
ASV13336,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,NA,3.518960598
ASV13337,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.44668579
ASV13338,Bacteria,WS2,NA,NA,NA,NA,2.593215331
ASV13339,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,1.615140067
ASV13340,Bacteria,Patescibacteria,Parcubacteria,Candidatus Ryanbacteria,NA,NA,2.034252129
ASV13341,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,1.707963241
ASV13342,Bacteria,NA,NA,NA,NA,NA,1.363259905
ASV13343,Bacteria,NA,NA,NA,NA,NA,1.84321999
ASV13344,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,2.406025058
ASV13345,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,2.76548342
ASV13346,Bacteria,NA,NA,NA,NA,NA,1.825983976
ASV13347,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,AKAU3564 sediment group,NA,1.695614035
ASV13348,Bacteria,NA,NA,NA,NA,NA,1.653914304
ASV13349,Bacteria,Patescibacteria,Parcubacteria,Candidatus Zambryskibacteria,NA,NA,2.111048155
ASV13350,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,2.622919644
ASV13351,Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,NA,1.986713061
ASV13352,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,NA,1.564009478
ASV13353,Bacteria,NA,NA,NA,NA,NA,2.164007648
ASV13354,Bacteria,NA,NA,NA,NA,NA,2.77438484
ASV13355,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,NA,1.753746183
ASV13356,Bacteria,Patescibacteria,Microgenomatia,Candidatus Woykebacteria,NA,NA,2.191955233
ASV13357,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,3.533591176
ASV13358,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosarchaeum,4.245120457
ASV13359,Bacteria,Firmicutes,Bacilli,NA,NA,NA,3.639521646
ASV13360,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,7.107501339
ASV13361,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,2.610435593
ASV13362,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,1.494284551
ASV13363,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,S15-21,NA,1.950136049
ASV13364,Bacteria,Firmicutes,NA,NA,NA,NA,1.744567169
ASV13365,Bacteria,NA,NA,NA,NA,NA,2.659097772
ASV13366,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,2.234125316
ASV13367,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,3.108771365
ASV13368,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.850252347
ASV13369,Bacteria,Firmicutes,Limnochordia,Limnochordales,Limnochordaceae,NA,4.009064625
ASV13370,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,2.176776022
ASV13371,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,2.316591833
ASV13372,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,2.0754279
ASV13373,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,2.097057647
ASV13374,Bacteria,Planctomycetota,Planctomycetes,NA,NA,NA,1.910841839
ASV13375,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,NA,3.314944886
ASV13376,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA,NA,2.11939338
ASV13377,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,NA,NA,1.868768122
ASV13378,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,1.774249399
ASV13379,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA,2.502394574
ASV13380,Bacteria,Planctomycetota,OM190,NA,NA,NA,2.060273371
ASV13381,Bacteria,Myxococcota,bacteriap25,NA,NA,NA,2.196040037
ASV13382,Bacteria,Proteobacteria,NA,NA,NA,NA,2.750187527
ASV13383,Bacteria,NA,NA,NA,NA,NA,2.694075823
ASV13384,Bacteria,Elusimicrobiota,Elusimicrobia,Lineage IV,NA,NA,1.97343172
ASV13385,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,1.825019037
ASV13386,Bacteria,Patescibacteria,Parcubacteria,Candidatus Colwellbacteria,NA,NA,1.882978011
ASV13387,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.652440857
ASV13388,Archaea,Iainarchaeota,Iainarchaeia,Iainarchaeales,Candidatus Iainarchaeum,NA,2.580381748
ASV13389,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.62171751
ASV13390,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,2.207687189
ASV13391,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,3.224482365
ASV13392,Bacteria,NA,NA,NA,NA,NA,3.758187194
ASV13393,Bacteria,Chloroflexi,AD3,NA,NA,NA,2.680827428
ASV13394,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,2.246109273
ASV13395,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA,2.205286282
ASV13396,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1,NA,1.562988753
ASV13397,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,NA,1.686008711
ASV13398,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.614391954
ASV13399,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,NA,1.365631704
ASV13400,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Dendrosporobacter,6.353856113
ASV13401,Bacteria,NA,NA,NA,NA,NA,1.777943228
ASV13402,Bacteria,Patescibacteria,Parcubacteria,GWA2-38-13b,NA,NA,1.976428143
ASV13403,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Roseimicrobium,1.679586796
ASV13404,Bacteria,NA,NA,NA,NA,NA,2.472566549
ASV13405,Bacteria,Firmicutes,Limnochordia,Hydrogenispora,NA,NA,3.982737714
ASV13406,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.690727105
ASV13407,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,NA,NA,1.668057826
ASV13408,Bacteria,NA,NA,NA,NA,NA,1.695344803
ASV13409,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,NA,1.646009168
ASV13410,Bacteria,Nitrospirota,4-29-1,NA,NA,NA,1.724564382
ASV13411,Bacteria,Latescibacterota,NA,NA,NA,NA,2.058767526
ASV13412,Bacteria,Myxococcota,Polyangia,Blfdi19,NA,NA,2.450769772
ASV13413,Bacteria,NA,NA,NA,NA,NA,2.633351444
ASV13414,Bacteria,NA,NA,NA,NA,NA,4.747515708
ASV13415,NA,NA,NA,NA,NA,NA,2.531008715
ASV13416,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.837195988
ASV13417,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,1.373170915
ASV13418,Bacteria,Planctomycetota,Phycisphaerae,CCM11a,NA,NA,1.684858524
ASV13419,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,1.938483156
ASV13420,Bacteria,NA,NA,NA,NA,NA,3.801792629
ASV13421,Bacteria,NA,NA,NA,NA,NA,2.436714655
ASV13422,Bacteria,NA,NA,NA,NA,NA,5.370939621
ASV13423,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,2.632976308
ASV13424,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,1.794751349
ASV13425,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.628507039
ASV13426,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,2.870210188
ASV13427,Bacteria,NA,NA,NA,NA,NA,2.288999419
ASV13428,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,2.029500495
ASV13429,Bacteria,NA,NA,NA,NA,NA,2.391968637
ASV13430,Bacteria,NA,NA,NA,NA,NA,4.38831065
ASV13431,Bacteria,Planctomycetota,NA,NA,NA,NA,1.811964178
ASV13432,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA,NA,4.292938914
ASV13433,Bacteria,Firmicutes,Bacilli,Entomoplasmatales,Candidatus Spiroplasma,NA,2.209257775
ASV13434,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,NA,2.666724071
ASV13435,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Candidatus Jidaibacter,NA,1.939889275
ASV13436,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Chryseolinea,1.961932025
ASV13437,Bacteria,NA,NA,NA,NA,NA,1.67804255
ASV13438,Bacteria,NA,NA,NA,NA,NA,1.967221626
ASV13439,Bacteria,Patescibacteria,Microgenomatia,Candidatus Daviesbacteria,NA,NA,1.442985787
ASV13440,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.333509224
ASV13441,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,2.228217611
ASV13442,Bacteria,NA,NA,NA,NA,NA,3.257271403
ASV13443,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,1.567453689
ASV13444,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,NA,NA,1.647624479
